book_id_raw,title,authors,language_code,image_url,small_image_url,description,text,book_idx
80,The Little Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",eng,https://images.gr-assets.com/books/1367545443m/157993.jpg,https://images.gr-assets.com/books/1367545443s/157993.jpg,"The Little Prince by Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta","The Little Prince — by Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta — The Little Prince by Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",79
81,The Glass Castle,Jeannette Walls,eng,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg,The Glass Castle by Jeannette Walls,The Glass Castle — by Jeannette Walls — The Glass Castle by Jeannette Walls,80
82,Into the Wild,Jon Krakauer,eng,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg,Into the Wild by Jon Krakauer,Into the Wild — by Jon Krakauer — Into the Wild by Jon Krakauer,81
83,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",eng,https://images.gr-assets.com/books/1344922523m/1953.jpg,https://images.gr-assets.com/books/1344922523s/1953.jpg,"A Tale of Two Cities by Charles Dickens, Richard Maxwell, Hablot Knight Browne","A Tale of Two Cities — by Charles Dickens, Richard Maxwell, Hablot Knight Browne — A Tale of Two Cities by Charles Dickens, Richard Maxwell, Hablot Knight Browne",82
84,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,spa,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Jurassic Park (Jurassic Park, #1) by Michael Crichton","Jurassic Park (Jurassic Park, #1) — by Michael Crichton — Jurassic Park (Jurassic Park, #1) by Michael Crichton",83
85,The Giving Tree,Shel Silverstein,eng,https://images.gr-assets.com/books/1174210942m/370493.jpg,https://images.gr-assets.com/books/1174210942s/370493.jpg,The Giving Tree by Shel Silverstein,The Giving Tree — by Shel Silverstein — The Giving Tree by Shel Silverstein,84
86,A Time to Kill,John Grisham,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,A Time to Kill by John Grisham,A Time to Kill — by John Grisham — A Time to Kill by John Grisham,85
87,Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",eng,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg,"Night (The Night Trilogy #1) by Elie Wiesel, Marion Wiesel","Night (The Night Trilogy #1) — by Elie Wiesel, Marion Wiesel — Night (The Night Trilogy #1) by Elie Wiesel, Marion Wiesel",86
88,Paper Towns,John Green,en-US,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg,Paper Towns by John Green,Paper Towns — by John Green — Paper Towns by John Green,87
89,The Princess Bride ,William Goldman,en-US,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg,The Princess Bride  by William Goldman,The Princess Bride  — by William Goldman — The Princess Bride  by William Goldman,88
90,The Outsiders,S.E. Hinton,en-US,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg,The Outsiders by S.E. Hinton,The Outsiders — by S.E. Hinton — The Outsiders by S.E. Hinton,89
91,"The Maze Runner (Maze Runner, #1)",James Dashner,eng,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg,"The Maze Runner (Maze Runner, #1) by James Dashner","The Maze Runner (Maze Runner, #1) — by James Dashner — The Maze Runner (Maze Runner, #1) by James Dashner",90
92,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt, Stephen J. Dubner",en-US,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1) by Steven D. Levitt, Stephen J. Dubner","Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1) — by Steven D. Levitt, Stephen J. Dubner — Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1) by Steven D. Levitt, Stephen J. Dubner",91
93,The Secret Garden,Frances Hodgson Burnett,eng,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,The Secret Garden by Frances Hodgson Burnett,The Secret Garden — by Frances Hodgson Burnett — The Secret Garden by Frances Hodgson Burnett,92
94,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",eng,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg,"One Hundred Years of Solitude by Gabriel García Márquez, Gregory Rabassa","One Hundred Years of Solitude — by Gabriel García Márquez, Gregory Rabassa — One Hundred Years of Solitude by Gabriel García Márquez, Gregory Rabassa",93
95,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",eng,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg,"The Picture of Dorian Gray by Oscar Wilde, Jeffrey Eugenides","The Picture of Dorian Gray — by Oscar Wilde, Jeffrey Eugenides — The Picture of Dorian Gray by Oscar Wilde, Jeffrey Eugenides",94
96,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,eng,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg,"Fifty Shades Freed (Fifty Shades, #3) by E.L. James","Fifty Shades Freed (Fifty Shades, #3) — by E.L. James — Fifty Shades Freed (Fifty Shades, #3) by E.L. James",95
97,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",eng,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg,"Dracula by Bram Stoker, Nina Auerbach, David J. Skal","Dracula — by Bram Stoker, Nina Auerbach, David J. Skal — Dracula by Bram Stoker, Nina Auerbach, David J. Skal",96
98,"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland",eng,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg,"The Girl Who Played with Fire (Millennium, #2) by Stieg Larsson, Reg Keeland","The Girl Who Played with Fire (Millennium, #2) — by Stieg Larsson, Reg Keeland — The Girl Who Played with Fire (Millennium, #2) by Stieg Larsson, Reg Keeland",97
99,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,eng,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg,"Fifty Shades Darker (Fifty Shades, #2) by E.L. James","Fifty Shades Darker (Fifty Shades, #2) — by E.L. James — Fifty Shades Darker (Fifty Shades, #2) by E.L. James",98
100,The Poisonwood Bible,Barbara Kingsolver,eng,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg,The Poisonwood Bible by Barbara Kingsolver,The Poisonwood Bible — by Barbara Kingsolver — The Poisonwood Bible by Barbara Kingsolver,99
101,Me Talk Pretty One Day,David Sedaris,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Me Talk Pretty One Day by David Sedaris,Me Talk Pretty One Day — by David Sedaris — Me Talk Pretty One Day by David Sedaris,100
102,Where the Wild Things Are,Maurice Sendak,eng,https://images.gr-assets.com/books/1384434560m/19543.jpg,https://images.gr-assets.com/books/1384434560s/19543.jpg,Where the Wild Things Are by Maurice Sendak,Where the Wild Things Are — by Maurice Sendak — Where the Wild Things Are by Maurice Sendak,101
103,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",eng,https://images.gr-assets.com/books/1309203605m/7126.jpg,https://images.gr-assets.com/books/1309203605s/7126.jpg,"The Count of Monte Cristo by Alexandre Dumas, Robin Buss","The Count of Monte Cristo — by Alexandre Dumas, Robin Buss — The Count of Monte Cristo by Alexandre Dumas, Robin Buss",102
104,The Road,Cormac McCarthy,eng,https://images.gr-assets.com/books/1439197219m/6288.jpg,https://images.gr-assets.com/books/1439197219s/6288.jpg,The Road by Cormac McCarthy,The Road — by Cormac McCarthy — The Road by Cormac McCarthy,103
105,"Allegiant (Divergent, #3)",Veronica Roth,eng,https://images.gr-assets.com/books/1395582745m/18710190.jpg,https://images.gr-assets.com/books/1395582745s/18710190.jpg,"Allegiant (Divergent, #3) by Veronica Roth","Allegiant (Divergent, #3) — by Veronica Roth — Allegiant (Divergent, #3) by Veronica Roth",104
106,Bossypants,Tina Fey,eng,https://images.gr-assets.com/books/1481509554m/9418327.jpg,https://images.gr-assets.com/books/1481509554s/9418327.jpg,Bossypants by Tina Fey,Bossypants — by Tina Fey — Bossypants by Tina Fey,105
107,A Walk to Remember,Nicholas Sparks,en-US,https://images.gr-assets.com/books/1385738968m/3473.jpg,https://images.gr-assets.com/books/1385738968s/3473.jpg,A Walk to Remember by Nicholas Sparks,A Walk to Remember — by Nicholas Sparks — A Walk to Remember by Nicholas Sparks,106
108,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,eng,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,"Confessions of a Shopaholic (Shopaholic, #1) by Sophie Kinsella","Confessions of a Shopaholic (Shopaholic, #1) — by Sophie Kinsella — Confessions of a Shopaholic (Shopaholic, #1) by Sophie Kinsella",107
109,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",eng,https://images.gr-assets.com/books/1411852091m/24280.jpg,https://images.gr-assets.com/books/1411852091s/24280.jpg,"Les Misérables by Victor Hugo, Lee Fahnestock, Norman MacAfee","Les Misérables — by Victor Hugo, Lee Fahnestock, Norman MacAfee — Les Misérables by Victor Hugo, Lee Fahnestock, Norman MacAfee",108
110,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,eng,https://images.gr-assets.com/books/1358254974m/10572.jpg,https://images.gr-assets.com/books/1358254974s/10572.jpg,"A Clash of Kings  (A Song of Ice and Fire, #2) by George R.R. Martin","A Clash of Kings  (A Song of Ice and Fire, #2) — by George R.R. Martin — A Clash of Kings  (A Song of Ice and Fire, #2) by George R.R. Martin",109
111,The Memory Keeper's Daughter,Kim Edwards,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Memory Keeper's Daughter by Kim Edwards,The Memory Keeper's Daughter — by Kim Edwards — The Memory Keeper's Daughter by Kim Edwards,110
112,"Me Before You (Me Before You, #1)",Jojo Moyes,eng,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,"Me Before You (Me Before You, #1) by Jojo Moyes","Me Before You (Me Before You, #1) — by Jojo Moyes — Me Before You (Me Before You, #1) by Jojo Moyes",111
113,Catch-22,Joseph Heller,en-US,https://images.gr-assets.com/books/1463157317m/168668.jpg,https://images.gr-assets.com/books/1463157317s/168668.jpg,Catch-22 by Joseph Heller,Catch-22 — by Joseph Heller — Catch-22 by Joseph Heller,112
114,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",eng,https://images.gr-assets.com/books/1423763749m/6900.jpg,https://images.gr-assets.com/books/1423763749s/6900.jpg,"Tuesdays with Morrie by Mitch Albom, Saulius Dagys","Tuesdays with Morrie — by Mitch Albom, Saulius Dagys — Tuesdays with Morrie by Mitch Albom, Saulius Dagys",113
115,Middlesex,Jeffrey Eugenides,en-US,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg,Middlesex by Jeffrey Eugenides,Middlesex — by Jeffrey Eugenides — Middlesex by Jeffrey Eugenides,114
116,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",eng,https://images.gr-assets.com/books/1404811979m/24583.jpg,https://images.gr-assets.com/books/1404811979s/24583.jpg,"The Adventures of Tom Sawyer by Mark Twain, Guy Cardwell, John Seelye","The Adventures of Tom Sawyer — by Mark Twain, Guy Cardwell, John Seelye — The Adventures of Tom Sawyer by Mark Twain, Guy Cardwell, John Seelye",115
117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,en-US,https://images.gr-assets.com/books/1329061522m/18131.jpg,https://images.gr-assets.com/books/1329061522s/18131.jpg,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1) by Madeleine L'Engle","A Wrinkle in Time (A Wrinkle in Time Quintet, #1) — by Madeleine L'Engle — A Wrinkle in Time (A Wrinkle in Time Quintet, #1) by Madeleine L'Engle",116
118,The Joy Luck Club,Amy Tan,eng,https://images.gr-assets.com/books/1304978653m/7763.jpg,https://images.gr-assets.com/books/1304978653s/7763.jpg,The Joy Luck Club by Amy Tan,The Joy Luck Club — by Amy Tan — The Joy Luck Club by Amy Tan,117
119,The Handmaid's Tale,Margaret Atwood,eng,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg,The Handmaid's Tale by Margaret Atwood,The Handmaid's Tale — by Margaret Atwood — The Handmaid's Tale by Margaret Atwood,118
120,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,eng,https://images.gr-assets.com/books/1461611233m/452306.jpg,https://images.gr-assets.com/books/1461611233s/452306.jpg,"The Sisterhood of the Traveling Pants (Sisterhood, #1) by Ann Brashares","The Sisterhood of the Traveling Pants (Sisterhood, #1) — by Ann Brashares — The Sisterhood of the Traveling Pants (Sisterhood, #1) by Ann Brashares",119
121,Lolita,"Vladimir Nabokov, Craig Raine",eng,https://images.gr-assets.com/books/1377756377m/7604.jpg,https://images.gr-assets.com/books/1377756377s/7604.jpg,"Lolita by Vladimir Nabokov, Craig Raine","Lolita — by Vladimir Nabokov, Craig Raine — Lolita by Vladimir Nabokov, Craig Raine",120
122,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith",eng,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1) by Gregory Maguire, Douglas Smith","Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1) — by Gregory Maguire, Douglas Smith — Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1) by Gregory Maguire, Douglas Smith",121
123,"The Firm (Penguin Readers, Level 5)",John Grisham,eng,https://images.gr-assets.com/books/1418465200m/5358.jpg,https://images.gr-assets.com/books/1418465200s/5358.jpg,"The Firm (Penguin Readers, Level 5) by John Grisham","The Firm (Penguin Readers, Level 5) — by John Grisham — The Firm (Penguin Readers, Level 5) by John Grisham",122
124,Room,Emma Donoghue,eng,https://images.gr-assets.com/books/1344265419m/7937843.jpg,https://images.gr-assets.com/books/1344265419s/7937843.jpg,Room by Emma Donoghue,Room — by Emma Donoghue — Room by Emma Donoghue,123
125,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",eng,https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg,"Hamlet by William Shakespeare, Richard Andrews, Rex Gibson","Hamlet — by William Shakespeare, Richard Andrews, Rex Gibson — Hamlet by William Shakespeare, Richard Andrews, Rex Gibson",124
126,Dune (Dune Chronicles #1),Frank Herbert,eng,https://images.gr-assets.com/books/1434908555m/234225.jpg,https://images.gr-assets.com/books/1434908555s/234225.jpg,Dune (Dune Chronicles #1) by Frank Herbert,Dune (Dune Chronicles #1) — by Frank Herbert — Dune (Dune Chronicles #1) by Frank Herbert,125
127,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,eng,https://images.gr-assets.com/books/1473396980m/2612.jpg,https://images.gr-assets.com/books/1473396980s/2612.jpg,The Tipping Point: How Little Things Can Make a Big Difference by Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference — by Malcolm Gladwell — The Tipping Point: How Little Things Can Make a Big Difference by Malcolm Gladwell,126
128,Steve Jobs,Walter Isaacson,eng,https://images.gr-assets.com/books/1327861368m/11084145.jpg,https://images.gr-assets.com/books/1327861368s/11084145.jpg,Steve Jobs by Walter Isaacson,Steve Jobs — by Walter Isaacson — Steve Jobs by Walter Isaacson,127
129,One Flew Over the Cuckoo's Nest,Ken Kesey,eng,https://images.gr-assets.com/books/1485308778m/332613.jpg,https://images.gr-assets.com/books/1485308778s/332613.jpg,One Flew Over the Cuckoo's Nest by Ken Kesey,One Flew Over the Cuckoo's Nest — by Ken Kesey — One Flew Over the Cuckoo's Nest by Ken Kesey,128
130,The Old Man and the Sea,Ernest Hemingway,eng,https://images.gr-assets.com/books/1329189714m/2165.jpg,https://images.gr-assets.com/books/1329189714s/2165.jpg,The Old Man and the Sea by Ernest Hemingway,The Old Man and the Sea — by Ernest Hemingway — The Old Man and the Sea by Ernest Hemingway,129
